fabricante,ano,categoria,couro,combustivel,km,cilindros,tipo_cambio,rodas,cor,airbags,numero_proprietarios,adesivos_personalizados,historico_troca_oleo,codigo_concessionaria,classificacao_veiculo,faixa_preco
NISSAN,2011,SUV,Nao,gasolina,158000.0,4,Variator,4,Preto,4,4,Não,7,8022,Usado,0.0
HONDA,2003,Hatchback,Nao,Gasolina,15000.0,4,Variator,2,Prata,4,3,Não,1,4931,Usado,0.0
TOYOTA,2014,Sedan,Nao,Hibrido,100000.0,4,Automatico,9,Preto,0,3,Não,2,1216,Usado,0.0
BMW,2006,Cupê,Sim,gasolina,46656.0,6,Tiptronic,32,Vermelho,10,5,Sim,8,6748,Usado,0.0
DAEWOO,2009,Sedan,Sim,Gasol.,159634.0,4,Automatico,23,Prata,4,4,Não,2,3445,Usado,0.0
HYUNDAI,2014,Minivan,Sim,Diesel,146216.0,4,Automatico,7,Prata,4,5,Não,4,8864,Usado,1.0
HYUNDAI,2007,Sedan,Sim,Gasolina,176869.0,4,Automatico,6,Prata,4,5,Não,7,7520,Usado,0.0
MERCEDES-BENZ,2005,Hatchback,Nao,Gasolina,100000.0,4,Automatico,5,Branco,5,5,Sim,9,6947,Usado,0.0
TOYOTA,2017,SUV,Nao,Gasol.,56000.0,8,Tiptronic,6,Azul,0,3,Não,7,4808,Usado,1.0
PORSCHE,2015,Sedan,Sim,Hibrido,154936.0,6,Automatico,23,Branco,12,2,Sim,6,3183,Usado,0.0
MERCEDES-BENZ,2005,Sedan,Sim,Gasol.,122000.0,4,Tiptronic,25,Verde,4,3,Não,0,5534,Usado,0.0
MERCEDES-BENZ,2013,Cupê,Sim,Gasolina,66500.0,6,Automatico,21,Vermelho,12,3,Sim,7,6575,Usado,1.0
TOYOTA,2014,Sedan,Sim,Hibrido,102397.0,4,Automatico,25,Preto,12,2,Sim,9,4551,Usado,0.0
TOYOTA,2014,Sedan,Sim,Gasolina,53310.0,4,Automatico,2,Preto,12,2,Não,8,9021,Usado,0.0
LEXUS,2016,SUV,Sim,Gasolina,155976.0,8,Automatico,10,Branco,0,5,Não,9,7665,Usado,2.0
HYUNDAI,2010,Sedan,Nao,GASOLINA,170000.0,4,Tiptronic,3,Prata,10,3,Não,0,2726,Usado,1.0
NISSAN,2006,Sedan,Nao,GASOLINA,160000.0,6,Automatico,30,Preto,6,4,Sim,2,2656,Usado,0.0
VOLKSWAGEN,2015,Sedan,Sim,GASOLINA,76800.0,4,Tiptronic,16,Cinza,8,4,Sim,3,1718,Usado,0.0
TOYOTA,2015,Sedan,Nao,Gasolina,68221.0,4,Automatico,24,Branco,6,4,Não,3,2268,Usado,0.0
LEXUS,2016,SUV,Sim,Gasolina,65981.0,6,Automatico,7,Preto,12,5,Sim,6,2240,Usado,0.0
BMW,2015,Sedan,Sim,Gasolina,0.0,4,Automatico,22,Branco,12,3,Sim,3,5189,Usado,0.0
SUBARU,2015,Sedan,Sim,gasolina,111285.0,4,Automatico,18,Preto,0,5,Não,3,8013,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,398069.0,4,Automatico,4,Preto,12,2,Não,1,5893,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Gasolina,115934.0,4,Automatico,14,Preto,4,2,Não,6,9001,Usado,1.0
CHEVROLET,2009,Sedan,Sim,Gasolina,132000.0,4,Automatico,1,Cinza,4,1,Sim,7,3046,Usado,0.0
HYUNDAI,2012,Sedan,Sim,GASOLINA,130658.0,4,Automatico,22,Branco,4,1,Sim,5,8761,Usado,0.0
TOYOTA,2014,Hatchback,Sim,Hibrido,49000.0,4,Automatico,10,Prata,12,4,Não,6,5705,Usado,1.0
HYUNDAI,2011,SUV,Sim,Diesel,240250.0,4,Automatico,22,Prata,4,1,Sim,10,6855,Usado,0.0
HONDA,2011,Sedan,Nao,Hibrido,122233.0,4,Variator,4,Azul,0,3,Não,5,5345,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,398069.0,4,Automatico,17,Preto,12,5,Não,2,7406,Usado,0.0
MERCEDES-BENZ,2012,SUV,Sim,DIESEL,179520.0,6,Automatico,7,Azul,8,4,Sim,10,6248,Usado,1.0
SSANGYONG,2014,SUV,Sim,DIESEL,42202.0,4,Automatico,16,Cinza,4,5,Sim,10,4450,Usado,1.0
FORD,2014,Vagao de carga,Nao,Gasol.,200968.0,4,Tiptronic,14,Branco,4,2,Sim,7,2530,Usado,0.0
CHEVROLET,2012,Sedan,Sim,Gasolina,156779.0,4,Automatico,14,Preto,4,4,Sim,1,3855,Usado,0.0
HYUNDAI,2011,SUV,Sim,Hibrido,278989.0,4,Automatico,11,Azul,0,4,Sim,3,2265,Usado,0.0
HYUNDAI,2011,SUV,Sim,DIESEL,114000.0,4,Automatico,23,Cinza,4,3,Sim,6,4054,Usado,1.0
LEXUS,2010,SUV,Sim,GASOLINA,155821.0,8,Automatico,13,Preto,0,1,Sim,1,2342,Usado,1.0
HONDA,2005,SUV,Nao,gasolina,125000.0,4,Manual,10,Preto,6,1,Não,6,9066,Usado,0.0
TOYOTA,2012,Hatchback,Nao,Hibrido,233562.0,4,Automatico,28,Prata,8,3,Sim,4,3848,Usado,0.0
FORD,2013,Sedan,Sim,Hibrido,320554.0,4,Automatico,3,Branco,0,4,Não,2,8734,Usado,0.0
VOLKSWAGEN,1999,Hatchback,Nao,GASOLINA,217000.0,4,Manual,17,Azul,2,2,Sim,9,9218,Usado,0.0
HYUNDAI,2014,Minivan,Sim,Diesel,96893.0,4,Automatico,10,Prata,4,1,Sim,2,7213,Usado,1.0
TOYOTA,2013,Hatchback,Nao,Hibrido,72000.0,4,Automatico,7,Branco,12,1,Não,7,2047,Usado,1.0
MERCEDES-BENZ,1996,Sedan,Nao,Gasol.,230000.0,4,Manual,3,Red,2,3,Não,6,4908,Usado,0.0
HYUNDAI,2019,SUV,Sim,gasolina,21281.0,4,Automatico,30,Branco,4,3,Sim,2,7596,Semi-novo,3.0
FORD,2011,SUV,Sim,Hibrido,109781.0,4,Automatico,24,Branco,12,4,Sim,7,6989,Usado,0.0
BMW,2002,Sedan,Nao,Gasolina,55556665.0,6,Manual,20,Prata,6,4,Não,8,5525,Usado,0.0
BMW,2017,SUV,Sim,Gasolina,81658.0,6,Automatico,9,Branco,12,4,Não,4,8216,Usado,0.0
CHEVROLET,2014,Hatchback,Sim,Hibrido,112123.0,4,Automatico,21,Prata,12,5,Não,10,9869,Usado,0.0
LEXUS,2010,SUV,Sim,GASOLINA,275240.0,8,Automatico,16,Prata,0,5,Não,3,3425,Usado,0.0
HYUNDAI,2013,SUV,Sim,Dies.,64259.0,4,Automatico,7,Cinza,4,4,Sim,9,8901,Usado,1.0
KIA,2013,SUV,Nao,Gasolina,208077.0,4,Automatico,17,Prata,7,4,Não,10,9258,Usado,1.0
HYUNDAI,2016,Sedan,Sim,Gasol.,17600.0,4,Tiptronic,29,Preto,6,1,Sim,9,1709,Usado,1.0
MERCEDES-BENZ,2011,Sedan,Sim,DIESEL,119379.0,6,Automatico,27,Prata,12,1,Sim,2,5708,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,87000.0,4,Automatico,25,Prata,8,5,Não,9,3029,Usado,0.0
MERCEDES-BENZ,2017,SUV,Sim,Gasolina,43651.0,4,Automatico,14,Prata,0,5,Não,3,8095,Usado,0.0
OPEL,2001,Hatchback,Nao,GASOLINA,147000.0,4,Manual,21,Prata,4,1,Sim,9,8079,Usado,0.0
HONDA,2010,Hatchback,Nao,Gasolina,164800.0,4,Automatico,9,Prata,8,2,Não,8,2812,Usado,0.0
TOYOTA,2010,Hatchback,Sim,Hibrido,226000.0,4,Automatico,30,Azul,8,5,Sim,8,6701,Usado,0.0
TOYOTA,2011,Sedan,Sim,GASOLINA,210538.0,6,Automatico,15,Branco,12,3,Não,8,1861,Usado,0.0
SSANGYONG,2016,SUV,Sim,Diesel,82658.0,4,Automatico,12,Azul,4,1,Sim,2,3288,Usado,1.0
CHEVROLET,2014,SUV,Sim,gasolina,103000.0,6,Automatico,30,Prata,6,4,Sim,5,8653,Usado,1.0
BMW,1995,Sedan,Sim,gasolina,300000.0,6,Manual,27,Preto,9,4,Sim,6,5997,Usado,0.0
BMW,2010,Cupê,Sim,gasolina,178000.0,6,Tiptronic,5,Preto,6,2,Sim,1,6619,Usado,0.0
CHEVROLET,2016,Sedan,Nao,Gasol.,79000.0,4,Tiptronic,29,Branco,12,4,Sim,10,5300,Usado,0.0
HYUNDAI,2017,SUV,Sim,Dies.,119986.0,4,Automatico,17,Azul,4,2,Não,9,2832,Usado,2.0
TOYOTA,2012,Hatchback,Nao,Hibrido,59000.0,4,Variator,1,Preto,12,4,Não,10,9938,Usado,1.0
BMW,2012,SUV,Sim,Gasolina,0.0,8,Automatico,8,Branco,12,4,Não,6,5120,Usado,0.0
HONDA,2013,Hatchback,Sim,Hibrido,143597.0,4,Automatico,18,Prata,0,2,Não,1,6649,Usado,0.0
LEXUS,2013,SUV,Sim,Hibrido,361603.0,6,Automatico,32,Preto,12,3,Não,0,6381,Usado,0.0
CHEVROLET,2007,SUV,Sim,Dies.,50412.0,4,Automatico,2,Branco,4,2,Não,7,3235,Usado,0.0
HONDA,1995,Hatchback,Nao,Gasolina,272000.0,4,Manual,25,Red,2,5,Sim,8,9858,Usado,0.0
HONDA,2015,Hatchback,Sim,Hibrido,152203.0,4,Automatico,21,Prata,4,4,Sim,6,4626,Usado,0.0
OPEL,1996,Sedan,Nao,Gás Natural,0.0,4,Manual,20,Azul,2,5,Não,8,1899,Usado,0.0
MERCEDES-BENZ,2016,Sedan,Sim,DIESEL,77205.0,6,Automatico,18,Cinza,12,1,Sim,4,9038,Usado,0.0
MERCEDES-BENZ,2017,Sedan,Sim,Gasolina,1600.0,4,Automatico,8,Preto,12,4,Não,6,3972,Usado,0.0
MERCEDES-BENZ,2014,Sedan,Sim,GASOLINA,99562.0,6,Automatico,5,Preto,12,2,Não,10,6797,Usado,0.0
NISSAN,2013,Hatchback,Sim,GASOLINA,86146.0,4,Automatico,22,Preto,4,5,Não,0,8993,Usado,0.0
HYUNDAI,2014,Sedan,Sim,Gasolina,89000.0,4,Tiptronic,19,Branco,0,4,Sim,7,1091,Usado,0.0
TOYOTA,2011,Sedan,Nao,Hibrido,123345.0,4,Tiptronic,8,Cinza,12,4,Sim,9,4327,Usado,0.0
TOYOTA,2012,SUV,Sim,Hibrido,0.0,6,Automatico,19,Cinza,12,2,Não,4,5196,Usado,0.0
BMW,2014,SUV,Sim,gasolina,196000.0,6,Tiptronic,13,Preto,12,4,Sim,3,8591,Usado,2.0
MINI,2010,Cupê,Nao,Gasolina,101000.0,4,Manual,15,Branco,8,2,Sim,8,1400,Usado,0.0
HONDA,1996,SUV,Nao,Gás Natural,240000.0,4,Automatico,1,Vermelho,4,3,Sim,6,6997,Usado,0.0
HYUNDAI,2013,Hatchback,Sim,GASOLINA,93650.0,4,Automatico,12,Azul,12,1,Não,9,9889,Usado,0.0
FORD,2014,Sedan,Sim,GASOLINA,126715.0,4,Automatico,21,Branco,12,5,Não,8,7910,Usado,0.0
TOYOTA,2013,Sedan,Nao,Hibrido,220000.0,4,Variator,22,Branco,10,4,Não,10,1282,Usado,0.0
MERCEDES-BENZ,2012,SUV,Sim,DIESEL,271701.0,6,Automatico,9,Branco,12,3,Sim,6,6559,Usado,1.0
TOYOTA,2013,Sedan,Sim,Gasol.,152000.0,4,Tiptronic,26,Preto,8,1,Não,9,5415,Usado,1.0
LEXUS,2012,SUV,Sim,Gasolina,229334.0,8,Automatico,28,Preto,0,5,Sim,0,1414,Usado,2.0
LEXUS,2014,Sedan,Sim,GASOLINA,208267.0,8,Automatico,12,Prata,12,5,Não,7,1599,Usado,0.0
TOYOTA,2012,Hatchback,Nao,Hibrido,160000.0,4,Variator,5,Cinza,16,3,Não,8,6871,Usado,0.0
HYUNDAI,2014,Minivan,Sim,Diesel,131957.0,4,Automatico,10,Branco,4,2,Sim,2,5555,Usado,1.0
HYUNDAI,2015,Sedan,Sim,gasolina,135378.0,4,Automatico,5,Branco,4,1,Sim,8,6029,Usado,0.0
VOLKSWAGEN,2007,Vagao de carga,Nao,diesel,228000.0,4,Manual,3,Branco,2,3,Não,9,6989,Usado,1.0
SSANGYONG,2016,SUV,Sim,Gasol.,36000.0,4,Automatico,3,Azul,4,4,Sim,3,3097,Usado,1.0
MERCEDES-BENZ,2017,SUV,Sim,gasolina,38918.0,4,Automatico,10,Branco,12,1,Sim,9,2217,Usado,0.0
DAIHATSU,2017,Sedan,Sim,Gasolina,55765.0,8,Automatico,21,Branco,12,4,Sim,5,7964,Usado,0.0
BMW,2017,Sedan,Sim,Hibrido,0.0,4,Automatico,29,Preto,12,5,Sim,4,1518,Usado,0.0
TOYOTA,2010,SUV,Sim,Gasol.,108456.0,4,Automatico,23,Prata,12,5,Não,2,6437,Usado,0.0
KIA,2015,Sedan,Sim,Gasol.,53772.0,4,Automatico,20,Prata,4,1,Sim,2,7213,Usado,0.0
FORD,2013,Hatchback,Sim,Gasolina,72000.0,4,Automatico,9,Preto,0,1,Não,6,9945,Usado,0.0
HYUNDAI,2016,SUV,Sim,Dies.,89454.0,4,Automatico,19,Preto,4,3,Não,1,4494,Usado,2.0
TOYOTA,2013,Sedan,Sim,Gasol.,90000.0,4,Tiptronic,10,Cinza,12,3,Sim,4,9183,Usado,0.0
BMW,2009,SUV,Sim,gasolina,85000.0,6,Tiptronic,9,Preto,5,1,Sim,8,6076,Usado,1.0
HYUNDAI,2012,Sedan,Sim,Gasolina,203200.0,4,Tiptronic,3,Preto,8,4,Sim,9,4577,Usado,1.0
HONDA,2019,Sedan,Sim,GASOLINA,2927.0,4,Automatico,13,Cinza,4,4,Sim,4,3917,Semi-novo,1.0
CHEVROLET,2013,SUV,Sim,Dies.,143743.0,4,Automatico,14,Branco,4,5,Sim,10,3434,Usado,0.0
HYUNDAI,2013,Sedan,Nao,GASOLINA,80699.0,4,Automatico,16,Preto,0,3,Não,1,6139,Usado,0.0
TOYOTA,2010,Hatchback,Nao,Hibrido,208000.0,4,Automatico,27,Azul,8,2,Sim,2,1334,Usado,0.0
LAND ROVER,2011,SUV,Nao,Diesel,60000.0,4,Manual,18,Branco,0,2,Não,9,8695,Usado,2.0
VOLKSWAGEN,2012,Sedan,Sim,GASOLINA,120800.0,5,Tiptronic,21,Prata,6,1,Sim,5,1144,Usado,0.0
TOYOTA,2013,Sedan,Sim,Hibrido,124184.0,4,Automatico,12,Prata,12,3,Não,10,7860,Usado,0.0
JEEP,2010,SUV,Nao,GASOLINA,103000.0,6,Manual,20,Preto,8,3,Sim,1,3016,Usado,2.0
MERCEDES-BENZ,2013,SUV,Sim,GASOLINA,127416.0,6,Automatico,30,Branco,12,1,Não,9,2743,Usado,0.0
HONDA,2005,Hatchback,Sim,GASOLINA,170000.0,4,Variator,11,Bege,6,4,Sim,2,3294,Usado,0.0
FORD,2017,Sedan,Sim,Hibrido,112862.0,4,Automatico,1,Azul,12,1,Não,7,5525,Usado,0.0
HYUNDAI,2010,Minivan,Sim,Diesel,60517.0,4,Automatico,10,Amarelo,4,1,Não,9,6139,Usado,0.0
CHEVROLET,2010,Sedan,Sim,GASOLINA,176682.0,4,Automatico,32,Preto,4,5,Sim,9,2939,Usado,0.0
MITSUBISHI,2006,Hatchback,Nao,gasolina,169969.0,4,Automatico,17,Prata,2,5,Não,1,2139,Usado,0.0
HYUNDAI,2012,SUV,Sim,Gasolina,177080.0,4,Automatico,9,Prata,0,4,Não,5,4337,Usado,0.0
FORD,2013,Sedan,Sim,Gasolina,1000.0,4,Tiptronic,4,Branco,6,2,Não,1,6489,Usado,0.0
DODGE,2010,Cupê,Nao,gasolina,0.0,8,Manual,9,Preto,8,2,Sim,0,2607,Usado,0.0
HYUNDAI,2016,SUV,Sim,Diesel,150415.0,4,Automatico,22,Branco,4,2,Sim,0,2093,Usado,1.0
TOYOTA,2008,Hatchback,Nao,Gasolina,180000.0,4,Variator,20,Azul,8,4,Sim,10,2178,Usado,0.0
CHEVROLET,2014,Sedan,Sim,GASOLINA,147718.0,4,Automatico,8,Branco,12,1,Sim,10,2937,Usado,0.0
MERCEDES-BENZ,2008,Sedan,Sim,DIESEL,284500.0,6,Tiptronic,28,Prata,12,2,Não,5,5893,Usado,1.0
HYUNDAI,2016,Sedan,Sim,Gasolina,121840.0,4,Automatico,11,Azul,12,3,Sim,7,7037,Usado,0.0
LEXUS,2016,SUV,Sim,GASOLINA,155976.0,8,Automatico,13,Branco,0,1,Sim,6,1373,Usado,2.0
MERCEDES-BENZ,2012,SUV,Sim,Gasolina,105000.0,8,Tiptronic,10,Branco,12,4,Sim,1,1950,Usado,1.0
TOYOTA,2014,Sedan,Sim,GASOLINA,238203.0,6,Automatico,18,Cinza,12,3,Sim,1,2568,Usado,0.0
MERCEDES-BENZ,2009,Sedan,Nao,GASOLINA,214500.0,4,Manual,9,Preto,4,2,Sim,0,6631,Usado,0.0
HONDA,2015,Sedan,Sim,Gasol.,67190.0,4,Automatico,7,Branco,4,2,Sim,3,6476,Usado,1.0
BMW,2014,Sedan,Sim,Gasolina,59000.0,4,Tiptronic,22,Preto,12,2,Não,0,7418,Usado,1.0
MERCEDES-BENZ,2001,Sedan,Nao,Gasolina,307651.0,4,Manual,19,Azul,6,4,Sim,8,3803,Usado,0.0
TOYOTA,2015,SUV,Sim,Gasolina,73931.0,4,Automatico,19,Prata,0,4,Sim,0,3015,Usado,1.0
TOYOTA,2012,Sedan,Sim,Hibrido,156518.0,4,Automatico,7,Branco,12,5,Sim,3,2000,Usado,0.0
HYUNDAI,2013,Sedan,Nao,GASOLINA,88600.0,4,Automatico,3,Branco,6,4,Não,9,1222,Usado,0.0
TOYOTA,2013,Cupê,Sim,Gasolina,234683.0,8,Automatico,9,Branco,12,2,Não,0,8943,Usado,0.0
CHEVROLET,2013,SUV,Sim,Diesel,71338.0,4,Automatico,11,Prata,4,4,Não,3,6243,Usado,0.0
MERCEDES-BENZ,2009,SUV,Sim,Gasolina,160000.0,6,Automatico,19,Preto,6,4,Não,0,1627,Usado,1.0
MERCEDES-BENZ,2007,Sedan,Nao,gasolina,142000.0,4,Tiptronic,32,Prata,8,1,Não,8,7285,Usado,0.0
TOYOTA,2013,Sedan,Sim,Hibrido,298248.0,4,Automatico,1,Branco,12,4,Sim,1,9609,Usado,0.0
MINI,2011,Hatchback,Sim,Gasolina,123984.0,4,Automatico,11,Verde,8,4,Não,2,9459,Usado,0.0
NISSAN,2015,Sedan,Sim,gasolina,118045.0,4,Automatico,11,Prata,12,1,Não,6,2168,Usado,0.0
FORD,2011,SUV,Sim,Gasol.,193013.0,6,Automatico,16,Branco,12,5,Sim,2,9836,Usado,0.0
SSANGYONG,2011,SUV,Sim,diesel,200241.0,4,Automatico,14,Preto,4,3,Sim,0,3509,Usado,1.0
MERCEDES-BENZ,2012,Sedan,Sim,Dies.,128202.0,6,Automatico,17,Preto,12,3,Sim,5,7727,Usado,0.0
HONDA,2017,Hatchback,Sim,Gasolina,26166.0,4,Automatico,5,Preto,4,2,Não,9,9744,Usado,2.0
HYUNDAI,2016,SUV,Sim,DIESEL,80737.0,4,Automatico,8,Azul,4,4,Não,6,2531,Usado,2.0
OPEL,1999,Sedan,Nao,GASOLINA,100000.0,4,Manual,19,Azul,3,3,Sim,9,7686,Usado,0.0
HYUNDAI,2014,Minivan,Sim,Diesel,114142.0,4,Automatico,16,Prata,4,1,Sim,4,5283,Usado,1.0
HYUNDAI,2014,Sedan,Sim,Gasolina,40963.0,4,Automatico,6,Azul,12,3,Sim,1,5958,Usado,0.0
HONDA,2012,Hatchback,Nao,Hibrido,60000.0,4,Variator,2,Preto,4,1,Não,8,3404,Usado,0.0
MERCEDES-BENZ,2010,Sedan,Sim,DIESEL,189530.0,6,Automatico,29,Preto,12,5,Não,2,9487,Usado,0.0
HYUNDAI,2016,Universal,Sim,Dies.,61057.0,4,Automatico,7,Preto,4,1,Não,1,9173,Usado,1.0
HYUNDAI,2011,Sedan,Sim,Hibrido,179200.0,4,Tiptronic,23,Cinza,6,5,Não,9,3238,Usado,0.0
SUBARU,2017,SUV,Sim,Gasolina,74562.0,4,Automatico,16,Cinza,0,1,Não,3,7667,Usado,0.0
MERCEDES-BENZ,2016,Sedan,Sim,Gasolina,49968.0,6,Automatico,28,Branco,12,3,Sim,9,2441,Usado,0.0
MERCEDES-BENZ,2003,Sedan,Sim,DIESEL,280000.0,4,Tiptronic,32,Azul,5,5,Não,0,4606,Usado,0.0
TOYOTA,2008,SUV,Sim,Hibrido,318467.0,6,Automatico,24,Azul,12,3,Não,4,7983,Usado,0.0
CHEVROLET,2011,SUV,Sim,Gasolina,80000.0,4,Automatico,32,Branco,12,1,Sim,9,7609,Usado,0.0
TOYOTA,2013,Hatchback,Sim,Gasolina,133682.0,4,Automatico,4,Branco,4,2,Sim,6,7279,Usado,0.0
HYUNDAI,2010,SUV,Sim,Diesel,188083.0,4,Automatico,2,Preto,4,1,Não,2,8730,Usado,1.0
TOYOTA,2005,Hatchback,Nao,Hibrido,259000.0,4,Variator,2,Branco,2,3,Não,3,3126,Usado,0.0
TOYOTA,2012,Hatchback,Sim,Hibrido,373634.0,4,Automatico,8,Branco,12,4,Não,3,4083,Usado,0.0
VOLKSWAGEN,2012,Sedan,Sim,gasolina,120640.0,5,Tiptronic,30,Prata,6,2,Sim,1,8271,Usado,0.0
MERCEDES-BENZ,2011,Sedan,Sim,DIESEL,132630.0,6,Automatico,6,Prata,12,2,Não,9,1490,Usado,0.0
TOYOTA,2014,SUV,Sim,Hibrido,339710.0,4,Automatico,1,Branco,12,3,Sim,6,1933,Usado,0.0
OPEL,2003,Vagao de carga,Nao,Diesel,235000.0,4,Manual,19,Azul,2,2,Sim,3,6077,Usado,0.0
TOYOTA,2012,SUV,Nao,Gasolina,83500.0,4,Automatico,2,Vermelho,4,4,Não,9,9216,Usado,1.0
HYUNDAI,2013,Sedan,Nao,gasolina,50545.0,4,Tiptronic,1,Cinza,8,2,Não,9,9417,Usado,0.0
FORD,2014,Sedan,Nao,GASOLINA,81000.0,4,Automatico,20,Cinza,0,3,Sim,2,5344,Usado,0.0
BMW,2001,Universal,Nao,Gasolina,183000.0,4,Tiptronic,8,Preto,6,5,Sim,0,7185,Usado,0.0
AUDI,2002,Sedan,Sim,Gasolina,0.0,6,Automatico,26,Prata,0,3,Não,1,9244,Usado,0.0
KIA,2019,SUV,Sim,Gasolina,0.0,4,Tiptronic,6,Cinza,6,2,Não,5,4962,Semi-novo,2.0
FORD,2010,SUV,Sim,Hibrido,174926.0,4,Automatico,12,Cinza,0,4,Sim,2,2693,Usado,0.0
LEXUS,2010,SUV,Sim,Hibrido,311949.0,6,Automatico,13,Prata,12,5,Não,9,6952,Usado,0.0
HYUNDAI,2012,Sedan,Sim,GASOLINA,125581.0,4,Automatico,31,Prata,4,5,Não,1,4748,Usado,0.0
FIAT,2015,Cupê,Nao,GASOLINA,19000.0,4,Manual,24,Cinza,10,3,Não,5,6609,Usado,0.0
MERCEDES-BENZ,2003,Sedan,Nao,Diesel,299000.0,4,Tiptronic,12,Prata,0,4,Sim,2,1448,Usado,0.0
MERCEDES-BENZ,2007,Minivan,Nao,Diesel,200000.0,4,Manual,26,Prata,2,4,Sim,0,4625,Usado,1.0
TOYOTA,2002,Hatchback,Nao,GASOLINA,117000.0,4,Automatico,22,Red,4,5,Sim,10,6400,Usado,0.0
TOYOTA,2010,Sedan,Nao,Hibrido,256000.0,6,Automatico,28,Branco,1,4,Não,0,2732,Usado,0.0
TOYOTA,2010,Sedan,Nao,gasolina,162000.0,4,Automatico,18,Cinza,12,1,Sim,2,4621,Usado,0.0
FORD,2008,SUV,Sim,Hibrido,349288.0,4,Automatico,11,Azul,0,1,Não,9,5147,Usado,0.0
HYUNDAI,2014,Minivan,Sim,Diesel,110483.0,4,Automatico,29,Amarelo,4,4,Sim,2,7966,Usado,1.0
TOYOTA,2014,Hatchback,Sim,Gasolina,35000.0,4,Automatico,12,Laranja,4,2,Sim,7,8448,Usado,1.0
TOYOTA,2010,Hatchback,Nao,GASOLINA,0.0,4,Automatico,17,Cinza,8,2,Não,1,2671,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,113824.0,4,Automatico,22,Preto,4,2,Sim,0,4406,Usado,0.0
LEXUS,2011,Sedan,Sim,Gasolina,259066.0,6,Automatico,2,Prata,12,5,Sim,7,8548,Usado,0.0
OPEL,2004,Vagao de carga,Nao,Diesel,156000.0,4,Automatico,9,Azul,2,3,Sim,2,8595,Usado,0.0
HYUNDAI,2014,Sedan,Sim,diesel,111232.0,4,Automatico,8,Branco,4,3,Sim,0,1956,Usado,0.0
LEXUS,2011,Hatchback,Sim,Hibrido,224267.0,4,Automatico,27,Prata,0,4,Sim,8,9256,Usado,0.0
CHEVROLET,2017,Sedan,Sim,GASOLINA,70400.0,4,Automatico,32,Preto,0,4,Não,3,4980,Usado,1.0
TOYOTA,2011,SUV,Sim,Hibrido,146184.0,4,Automatico,15,Branco,12,3,Não,4,3786,Usado,0.0
NISSAN,2003,Sedan,Nao,Gasol.,145000.0,6,Automatico,13,Azul,4,3,Não,5,3517,Usado,0.0
HONDA,2015,Cupê,Nao,Gasol.,58190.0,4,Automatico,17,Preto,6,5,Sim,3,3989,Usado,0.0
HYUNDAI,2018,Sedan,Sim,GASOLINA,56150.0,4,Automatico,25,Azul,12,5,Sim,1,6876,Semi-novo,0.0
VOLKSWAGEN,2012,Sedan,Sim,gasolina,220846.0,5,Automatico,1,Preto,12,2,Sim,1,7024,Usado,0.0
NISSAN,2014,Sedan,Nao,gasolina,48000.0,4,Automatico,23,Cinza,4,4,Não,10,4876,Usado,0.0
CHEVROLET,2008,SUV,Sim,Dies.,67233.0,4,Automatico,23,Preto,4,2,Não,4,2904,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,130478.0,4,Automatico,17,Branco,12,3,Não,3,9458,Usado,0.0
CHEVROLET,2013,SUV,Sim,gasolina,149445.0,4,Automatico,25,Branco,12,2,Sim,4,9031,Usado,0.0
MITSUBISHI,2019,SUV,Sim,Gasolina,6000.0,6,Tiptronic,21,Branco,10,1,Não,10,1914,Semi-novo,3.0
MERCEDES-BENZ,2007,Minivan,Nao,DIESEL,140000.0,4,Automatico,27,Azul,2,5,Sim,1,8851,Usado,0.0
FORD,2011,Sedan,Sim,Hibrido,154000.0,4,Automatico,19,Branco,10,1,Sim,6,8028,Usado,0.0
MERCEDES-BENZ,2006,Minivan,Nao,Dies.,32000.0,4,Manual,14,Branco,4,2,Sim,10,6751,Usado,2.0
LINCOLN,2013,Sedan,Sim,Hibrido,82817.0,4,Variator,10,Branco,12,1,Sim,10,7546,Usado,1.0
BMW,2011,Sedan,Sim,GASOLINA,107000.0,6,Tiptronic,28,Azul,10,4,Não,10,5674,Usado,0.0
HYUNDAI,2015,SUV,Sim,DIESEL,89423.0,4,Automatico,32,Cinza,4,1,Sim,4,9180,Usado,1.0
HYUNDAI,2011,SUV,Sim,Dies.,72366.0,4,Automatico,3,Branco,4,4,Não,0,1606,Usado,0.0
TOYOTA,2015,SUV,Sim,Gasolina,128000.0,8,Automatico,23,Branco,12,2,Sim,9,8141,Usado,0.0
HONDA,2013,Hatchback,Nao,Gasolina,120000.0,4,Variator,2,Cinza,4,4,Sim,5,7599,Usado,0.0
CHEVROLET,2014,Sedan,Sim,gasolina,201974.0,4,Automatico,29,Branco,12,1,Sim,4,4699,Usado,0.0
HYUNDAI,2010,SUV,Sim,Diesel,174000.0,4,Automatico,31,Prata,4,5,Sim,4,7755,Usado,1.0
TOYOTA,2008,Sedan,Sim,Hibrido,999999.0,6,Automatico,2,Branco,6,3,Sim,9,6125,Usado,0.0
